experimentID	organ_slims	cell_slims	developmental_slims	system_slims	biosample_summary	simple_biosample_summary
ENCSR000CAP	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CAN	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CAM	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CFB	['adipose tissue', 'connective tissue']	[]	['mesoderm']	[]	Mus musculus strain B6NCrl brown adipose tissue tissue male adult (24 weeks)	male adult (24 weeks) strain B6NCrl C57BL/6
ENCSR653AVN	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap liver tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR252GKD	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR577SDJ	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR433ESG	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap liver tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR471SJG	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR985UTP	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR447DOF	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR839WFP	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NTac;B6NCrl/Lap lung tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR305GII	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR244ASF	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR176BXC	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NTac;B6NCrl/Lap limb tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR464MQU	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap intestine tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR023VJO	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap stomach tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR522LXN	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl stomach tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR572KYR	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl intestine tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR592GQI	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR688ZOR	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR647OTD	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR953HNY	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR990JMN	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR059LYY	['embryo']	[]	[]	[]	Mus musculus strain B6NTac;B6NCrl/Lap embryonic facial prominence tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR057BKH	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR416OYH	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR320UJD	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR669AQL	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NTac;B6NCrl/Lap kidney tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR938MUD	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR106QSU	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR320CCJ	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR654VMK	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR536ILV	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NTac;B6NCrl/Lap kidney tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR198ACZ	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap intestine tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR916CBN	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap stomach tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR875ZAO	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NTac;B6NCrl/Lap heart tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR052CDF	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NTac;B6NCrl/Lap heart tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR295PFM	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR684UWM	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl stomach tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR119YTR	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR782DEA	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR318QFY	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR115FTP	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR098AHF	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR193AEW	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR631QAE	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NTac;B6NCrl/Lap limb tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR658TDS	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NTac;B6NCrl/Lap kidney tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR076MXH	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap stomach tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR516TYD	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NTac;B6NCrl/Lap kidney tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR846ZTT	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR485GTY	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap intestine tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR398TTY	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR282OTI	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl stomach tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR415FLZ	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl stomach tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR604AMS	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl intestine tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR154DTK	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR288LNF	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap stomach tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR100DLL	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl intestine tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR333ZWB	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap intestine tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR340VNK	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NTac;B6NCrl/Lap lung tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR373OCX	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NTac;B6NCrl/Lap heart tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR377RKW	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR747VPY	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR534HMF	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NTac;B6NCrl/Lap heart tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR406KDB	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR748BQH	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR650UAC	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR924FJQ	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NTac;B6NCrl/Lap lung tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR036YKL	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR488KVB	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR758UAI	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR886DWH	['embryo']	[]	[]	[]	Mus musculus strain B6NTac;B6NCrl/Lap embryonic facial prominence tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR759RVE	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR195NDO	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR765JWZ	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR368RJD	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR731KRE	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR581EJK	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR261OAK	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR067ZDE	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR489HYX	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR323NOC	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR158ONM	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR527EUE	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR554TSO	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR172XOZ	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap forebrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR203KIB	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap midbrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR185JBL	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap hindbrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR486MHP	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR022KDE	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR835BZO	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR167ZGV	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR315ZEU	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR704IWS	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR044SNE	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR335TVR	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR110TIW	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR472YGQ	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap hindbrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR427ZJU	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap midbrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR637CCT	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR129DIK	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR258YWW	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap forebrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR093BYV	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NTac;B6NCrl/Lap neural tube tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR283RFW	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR739DVM	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR928CYU	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR427OZM	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR538SRO	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR000CAJ	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl cortical plate tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR369RBO	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap forebrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR721MSV	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap hindbrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR717XCU	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR347BFO	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR639KSW	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR571HOT	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR576XBN	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR312BOK	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR161UUY	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR065CJC	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR734IEL	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR547PLI	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR400TGE	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR502WUI	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR128ZCB	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap forebrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR373TMR	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR286OKN	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR190RKJ	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR087PLZ	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR718CAJ	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR068XYW	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR014TEJ	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR067FKP	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap midbrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR186PIV	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap hindbrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
