File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF611HDQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR000CBW	TF ChIP-seq	/mouse-donors/ENCDO072AAA/	CL:2000042	embryonic fibroblast	primary cell	Mus musculus										CTCF-mouse	DNA						2011-07-22	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF468MFJ/, /files/ENCFF906TCX/, /files/ENCFF418EIF/, /files/ENCFF996SAH/, /files/ENCFF547MET/	347650	ENCODE Processing Pipeline	683f013d21e2edcb05d1f71fd66ea59d		https://www.encodeproject.org/files/ENCFF611HDQ/@@download/ENCFF611HDQ.bed.gz				released	s3://encode-public/2020/10/14/68257251-c232-4cba-844e-a71ae7f39416/ENCFF611HDQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/14/68257251-c232-4cba-844e-a71ae7f39416/ENCFF611HDQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read length, moderate library complexity, mild to moderate bottlenecking, control low read depth, borderline replicate concordance	insufficient read depth	
ENCFF571CXD	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR000CBW	TF ChIP-seq	/mouse-donors/ENCDO072AAA/	CL:2000042	embryonic fibroblast	primary cell	Mus musculus										CTCF-mouse	DNA						2011-07-22	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF611HDQ/	583052	ENCODE Processing Pipeline	09703824217fbf942c273a360b8bfda1		https://www.encodeproject.org/files/ENCFF571CXD/@@download/ENCFF571CXD.bigBed				released	s3://encode-public/2020/10/14/2df5d0ed-d7c2-4316-bbc0-fd3502ead171/ENCFF571CXD.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/14/2df5d0ed-d7c2-4316-bbc0-fd3502ead171/ENCFF571CXD.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read length, moderate library complexity, mild to moderate bottlenecking, control low read depth, borderline replicate concordance	insufficient read depth	
ENCFF360LEZ	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	mm10	ENCSR000CBJ	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	tissue	Mus musculus										CTCF-mouse	DNA						2011-07-22	ENCODE		see document	200-500	1, 2	1_1, 2_1							/files/ENCFF957SPH/	1133961	ENCODE Processing Pipeline	594ee304d53618e7570987391a36d375		https://www.encodeproject.org/files/ENCFF360LEZ/@@download/ENCFF360LEZ.bigBed				released	s3://encode-public/2020/10/14/157d210d-6018-406d-a92a-c4006c1ed44d/ENCFF360LEZ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/14/157d210d-6018-406d-a92a-c4006c1ed44d/ENCFF360LEZ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	moderate library complexity, low read depth, low read length, mild to moderate bottlenecking, control low read depth, mixed read lengths	insufficient read length, insufficient read depth	
ENCFF826DBQ	bigWig	bigWig		signal p-value	mm10	ENCSR000CBJ	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	tissue	Mus musculus										CTCF-mouse	DNA						2011-07-22	ENCODE		see document	200-500	1, 2	1_1, 2_1							/files/ENCFF859MQM/, /files/ENCFF725LXC/, /files/ENCFF046ZNJ/, /files/ENCFF639BFP/	343689581	ENCODE Processing Pipeline	74e703d37cb6b0fdfac1ee1d16c3c609		https://www.encodeproject.org/files/ENCFF826DBQ/@@download/ENCFF826DBQ.bigWig				released	s3://encode-public/2020/10/14/70e76925-a8ac-49db-9af7-9059801467f5/ENCFF826DBQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/14/70e76925-a8ac-49db-9af7-9059801467f5/ENCFF826DBQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	moderate library complexity, low read depth, low read length, mild to moderate bottlenecking, control low read depth, mixed read lengths	insufficient read length, insufficient read depth	
ENCFF957SPH	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	mm10	ENCSR000CBJ	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	tissue	Mus musculus										CTCF-mouse	DNA						2011-07-22	ENCODE		see document	200-500	1, 2	1_1, 2_1							/files/ENCFF639BFP/, /files/ENCFF725LXC/, /files/ENCFF547MET/, /files/ENCFF046ZNJ/, /files/ENCFF859MQM/	614511	ENCODE Processing Pipeline	cdcd9542a3c72b4547429f1c9516636a		https://www.encodeproject.org/files/ENCFF957SPH/@@download/ENCFF957SPH.bed.gz				released	s3://encode-public/2020/10/14/2b612895-fba5-43a2-8905-a7b55f35c72c/ENCFF957SPH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/14/2b612895-fba5-43a2-8905-a7b55f35c72c/ENCFF957SPH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	moderate library complexity, low read depth, low read length, mild to moderate bottlenecking, control low read depth, mixed read lengths	insufficient read length, insufficient read depth	
ENCFF255NVD	bigWig	bigWig		signal p-value	mm10	ENCSR000ERM	TF ChIP-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus										CTCF-mouse	DNA						2011-09-19	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF147LKZ/, /files/ENCFF238KIK/, /files/ENCFF955ZYH/	398736995	ENCODE Processing Pipeline	84e8d68b0d9b1e68f7e3d7443538d64c		https://www.encodeproject.org/files/ENCFF255NVD/@@download/ENCFF255NVD.bigWig				released	s3://encode-public/2020/10/13/b2076a9e-0d18-4ec0-a7be-e3ade1dfd2aa/ENCFF255NVD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/b2076a9e-0d18-4ec0-a7be-e3ade1dfd2aa/ENCFF255NVD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	improper control_type of control experiment, moderate library complexity, low read length, low read depth, mild to moderate bottlenecking		
ENCFF309RMG	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR000ERM	TF ChIP-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus										CTCF-mouse	DNA						2011-09-19	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF883UPM/	2164459	ENCODE Processing Pipeline	e97268ea2c916eef306ead7016861dc4		https://www.encodeproject.org/files/ENCFF309RMG/@@download/ENCFF309RMG.bigBed				released	s3://encode-public/2020/10/13/001bdb2c-5ac4-4cf4-ac1e-d55f2e110467/ENCFF309RMG.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/001bdb2c-5ac4-4cf4-ac1e-d55f2e110467/ENCFF309RMG.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	improper control_type of control experiment, moderate library complexity, low read length, low read depth, mild to moderate bottlenecking		
ENCFF883UPM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR000ERM	TF ChIP-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus										CTCF-mouse	DNA						2011-09-19	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF147LKZ/, /files/ENCFF238KIK/, /files/ENCFF547MET/, /files/ENCFF955ZYH/	1081458	ENCODE Processing Pipeline	123b0dd8b1b665c640e99cbf87b2ebe4		https://www.encodeproject.org/files/ENCFF883UPM/@@download/ENCFF883UPM.bed.gz				released	s3://encode-public/2020/10/13/a3234035-2c6c-4094-8a36-f8cc7e84a10e/ENCFF883UPM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/a3234035-2c6c-4094-8a36-f8cc7e84a10e/ENCFF883UPM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	improper control_type of control experiment, moderate library complexity, low read length, low read depth, mild to moderate bottlenecking		
ENCFF069PTO	bigWig	bigWig		signal p-value	mm10	ENCSR000CCB	TF ChIP-seq	/mouse-donors/ENCDO081AAA/	EFO:0005483	ES-Bruce4	cell line	Mus musculus										CTCF-mouse	DNA						2011-07-22	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF439WCI/, /files/ENCFF061WVR/, /files/ENCFF683TKC/, /files/ENCFF285RBT/	474113855	ENCODE Processing Pipeline	836969e0051aaccadf0621ee009aa193		https://www.encodeproject.org/files/ENCFF069PTO/@@download/ENCFF069PTO.bigWig				released	s3://encode-public/2016/12/13/a63bccaa-9d5e-436a-8231-6b4995c0f0e6/ENCFF069PTO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/12/13/a63bccaa-9d5e-436a-8231-6b4995c0f0e6/ENCFF069PTO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 mm10	released	low read length	insufficient read depth	
ENCFF844FJE	bigBed narrowPeak	bigBed	narrowPeak	optimal IDR thresholded peaks	mm10	ENCSR000CCB	TF ChIP-seq	/mouse-donors/ENCDO081AAA/	EFO:0005483	ES-Bruce4	cell line	Mus musculus										CTCF-mouse	DNA						2011-07-22	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF508CKL/	1199405	ENCODE Processing Pipeline	ac351b3a87798d7bf6a559f6c041411e		https://www.encodeproject.org/files/ENCFF844FJE/@@download/ENCFF844FJE.bigBed				released	s3://encode-public/2016/12/13/f8c6c8f0-00bb-455c-b660-f44fee313afd/ENCFF844FJE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/13/f8c6c8f0-00bb-455c-b660-f44fee313afd/ENCFF844FJE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 mm10	released	low read length	insufficient read depth	
ENCFF508CKL	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	mm10	ENCSR000CCB	TF ChIP-seq	/mouse-donors/ENCDO081AAA/	EFO:0005483	ES-Bruce4	cell line	Mus musculus										CTCF-mouse	DNA						2011-07-22	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF634ZNO/, /files/ENCFF547MET/, /files/ENCFF520LES/, /files/ENCFF229BOI/	662595	ENCODE Processing Pipeline	47204ccf6b524aae64a0e776b25956aa		https://www.encodeproject.org/files/ENCFF508CKL/@@download/ENCFF508CKL.bed.gz				released	s3://encode-public/2016/12/13/668ed962-5c0a-4f80-ab66-c4de8ff64ade/ENCFF508CKL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/13/668ed962-5c0a-4f80-ab66-c4de8ff64ade/ENCFF508CKL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 mm10	released	low read length	insufficient read depth	
ENCFF031WAC	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR000CDX	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002264	olfactory bulb	tissue	Mus musculus										CTCF-mouse	DNA						2012-04-13	ENCODE		see document	200-500	1, 2	1_1, 2_1							/files/ENCFF086ZTV/	496114	ENCODE Processing Pipeline	4c14254401ec639f42384ebcebeb48bf		https://www.encodeproject.org/files/ENCFF031WAC/@@download/ENCFF031WAC.bigBed				released	s3://encode-public/2020/10/13/ae7c1cfd-0790-447b-be80-263cfa6f3b15/ENCFF031WAC.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/ae7c1cfd-0790-447b-be80-263cfa6f3b15/ENCFF031WAC.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF474PXJ	bigWig	bigWig		signal p-value	mm10	ENCSR000CDX	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002264	olfactory bulb	tissue	Mus musculus										CTCF-mouse	DNA						2012-04-13	ENCODE		see document	200-500	1, 2	1_1, 2_1							/files/ENCFF466GUL/, /files/ENCFF683MHK/, /files/ENCFF698FQP/, /files/ENCFF066YSN/	425534928	ENCODE Processing Pipeline	1a04d99bd0c7e7a842b94c268c47e99f		https://www.encodeproject.org/files/ENCFF474PXJ/@@download/ENCFF474PXJ.bigWig				released	s3://encode-public/2020/10/13/f424dd12-2270-4199-ad31-bc8b444d7b1a/ENCFF474PXJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/f424dd12-2270-4199-ad31-bc8b444d7b1a/ENCFF474PXJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF086ZTV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR000CDX	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002264	olfactory bulb	tissue	Mus musculus										CTCF-mouse	DNA						2012-04-13	ENCODE		see document	200-500	1, 2	1_1, 2_1							/files/ENCFF683MHK/, /files/ENCFF547MET/, /files/ENCFF466GUL/, /files/ENCFF698FQP/, /files/ENCFF066YSN/	248384	ENCODE Processing Pipeline	fc6c4eba5e74cd99edcaa2757b223681		https://www.encodeproject.org/files/ENCFF086ZTV/@@download/ENCFF086ZTV.bed.gz				released	s3://encode-public/2020/10/13/bb2153f5-7c96-41ab-9eef-7b0e8c1785fb/ENCFF086ZTV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/bb2153f5-7c96-41ab-9eef-7b0e8c1785fb/ENCFF086ZTV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF713JNS	bigWig	bigWig		signal p-value	mm10	ENCSR397RHW	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF021GMS/, /files/ENCFF928UHY/, /files/ENCFF016DDO/	378676870	ENCODE Processing Pipeline	ec380b53ba78c7b4980196e12089d95a		https://www.encodeproject.org/files/ENCFF713JNS/@@download/ENCFF713JNS.bigWig				released	s3://encode-public/2020/10/10/395f6e34-2c65-4fe9-bdaf-a2696eb129d2/ENCFF713JNS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/395f6e34-2c65-4fe9-bdaf-a2696eb129d2/ENCFF713JNS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	antibody characterized with exemption, low read depth, control low read depth		
ENCFF136ZDK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR397RHW	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF547MET/, /files/ENCFF021GMS/, /files/ENCFF928UHY/, /files/ENCFF016DDO/	842506	ENCODE Processing Pipeline	f5bc499cba30d15aa0480b7cdb482dd8		https://www.encodeproject.org/files/ENCFF136ZDK/@@download/ENCFF136ZDK.bed.gz				released	s3://encode-public/2020/10/10/9c1544c7-838d-4cbb-9d15-f90c3916d533/ENCFF136ZDK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/9c1544c7-838d-4cbb-9d15-f90c3916d533/ENCFF136ZDK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	antibody characterized with exemption, low read depth, control low read depth		
ENCFF715EQR	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR397RHW	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF136ZDK/	1701537	ENCODE Processing Pipeline	39c18a72bb1450f92f9bc4a644c68ae5		https://www.encodeproject.org/files/ENCFF715EQR/@@download/ENCFF715EQR.bigBed				released	s3://encode-public/2020/10/10/16878c55-5e86-49d7-b41a-da77c289e1e1/ENCFF715EQR.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/16878c55-5e86-49d7-b41a-da77c289e1e1/ENCFF715EQR.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	antibody characterized with exemption, low read depth, control low read depth		
ENCFF625VHK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR419OOD	TF ChIP-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus										CTCF-mouse	DNA						2021-07-01	community			100-300	1	1_1							/files/ENCFF201JUA/	1647319	ENCODE Processing Pipeline	fe63994a66245a9c485c551a1578fa9c		https://www.encodeproject.org/files/ENCFF625VHK/@@download/ENCFF625VHK.bigBed				released	s3://encode-public/2020/10/30/4c8f4d57-3a12-4a58-8819-473d8cc95276/ENCFF625VHK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/4c8f4d57-3a12-4a58-8819-473d8cc95276/ENCFF625VHK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released			
ENCFF183UVH	bigWig	bigWig		signal p-value	mm10	ENCSR419OOD	TF ChIP-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus										CTCF-mouse	DNA						2021-07-01	community			100-300	1	1_1							/files/ENCFF074XQT/, /files/ENCFF548JZG/	801945693	ENCODE Processing Pipeline	e8b59f9411ed52704ebf0f08fcf74a2b		https://www.encodeproject.org/files/ENCFF183UVH/@@download/ENCFF183UVH.bigWig				released	s3://encode-public/2020/10/30/7e2121d8-4290-487c-9eff-f87eabe3161b/ENCFF183UVH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/7e2121d8-4290-487c-9eff-f87eabe3161b/ENCFF183UVH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released			
ENCFF201JUA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR419OOD	TF ChIP-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus										CTCF-mouse	DNA						2021-07-01	community			100-300	1	1_1							/files/ENCFF074XQT/, /files/ENCFF547MET/, /files/ENCFF548JZG/	814637	ENCODE Processing Pipeline	578dab568a6d9a1d3689dd9c29925bf0		https://www.encodeproject.org/files/ENCFF201JUA/@@download/ENCFF201JUA.bed.gz				released	s3://encode-public/2020/10/30/dc7a1e4a-8cce-4d7a-846f-7d5718c259cb/ENCFF201JUA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/dc7a1e4a-8cce-4d7a-846f-7d5718c259cb/ENCFF201JUA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released			
ENCFF135BRB	bigWig	bigWig		signal p-value	mm10	ENCSR041SMK	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF092JQJ/, /files/ENCFF178HWE/, /files/ENCFF429OCX/	432966977	ENCODE Processing Pipeline	794d726c1aafcf88a9838e94e2bc9cfc		https://www.encodeproject.org/files/ENCFF135BRB/@@download/ENCFF135BRB.bigWig				released	s3://encode-public/2020/10/13/b290aed1-23d7-459d-b452-d076c5a556b9/ENCFF135BRB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/b290aed1-23d7-459d-b452-d076c5a556b9/ENCFF135BRB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read depth, antibody characterized with exemption		
ENCFF139GWZ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR041SMK	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF589ZBJ/	1469829	ENCODE Processing Pipeline	412df4694aec606409694cca995bbfed		https://www.encodeproject.org/files/ENCFF139GWZ/@@download/ENCFF139GWZ.bigBed				released	s3://encode-public/2020/10/13/f7761f95-8b31-492e-adc6-bdfcfbb2dfa2/ENCFF139GWZ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/f7761f95-8b31-492e-adc6-bdfcfbb2dfa2/ENCFF139GWZ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read depth, antibody characterized with exemption		
ENCFF589ZBJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR041SMK	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF092JQJ/, /files/ENCFF178HWE/, /files/ENCFF547MET/, /files/ENCFF429OCX/	917165	ENCODE Processing Pipeline	8a3c88a8289d89a30314fed3743dde5c		https://www.encodeproject.org/files/ENCFF589ZBJ/@@download/ENCFF589ZBJ.bed.gz				released	s3://encode-public/2020/10/13/0a8a7712-eb92-46a8-b959-cfaa0066d025/ENCFF589ZBJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/0a8a7712-eb92-46a8-b959-cfaa0066d025/ENCFF589ZBJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read depth, antibody characterized with exemption		
ENCFF890CFN	bigWig	bigWig		signal p-value	mm10	ENCSR677HXC	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF271QOI/, /files/ENCFF284OJU/, /files/ENCFF510FRW/	356846381	ENCODE Processing Pipeline	62aaa402f1c7ed534fbe63f25cf90186		https://www.encodeproject.org/files/ENCFF890CFN/@@download/ENCFF890CFN.bigWig				released	s3://encode-public/2020/10/13/1a703fe0-d621-475c-bbc2-15dddb53573d/ENCFF890CFN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/1a703fe0-d621-475c-bbc2-15dddb53573d/ENCFF890CFN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	antibody characterized with exemption, low read depth, control low read depth		
ENCFF430PPJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR677HXC	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF547MET/, /files/ENCFF284OJU/, /files/ENCFF510FRW/, /files/ENCFF271QOI/	903464	ENCODE Processing Pipeline	7b48c9c909618ac8a1fcd1a7dc2eb6d4		https://www.encodeproject.org/files/ENCFF430PPJ/@@download/ENCFF430PPJ.bed.gz				released	s3://encode-public/2020/10/13/7a55859c-80ec-490d-8f02-2ba863eccd6a/ENCFF430PPJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/7a55859c-80ec-490d-8f02-2ba863eccd6a/ENCFF430PPJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	antibody characterized with exemption, low read depth, control low read depth		
ENCFF582ODI	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR677HXC	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF430PPJ/	1448933	ENCODE Processing Pipeline	464c4f11dd2c1578ef3da620c346e3b2		https://www.encodeproject.org/files/ENCFF582ODI/@@download/ENCFF582ODI.bigBed				released	s3://encode-public/2020/10/13/f169fd06-743b-4f4d-acb6-2172ad696d14/ENCFF582ODI.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/f169fd06-743b-4f4d-acb6-2172ad696d14/ENCFF582ODI.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	antibody characterized with exemption, low read depth, control low read depth		
